2			0
3			0
4			0
5			0
6			26634694
7			5760582
8			6801284
9			3623072
10			2694243
11			1723951
12			1810553
13			826483
14			1704385
15			1023651
16			822606
17			1135170
18			2520431
19			2880088
20			2244108
21			1663469
22			1096813
23			966317
24			663540
25			1172772
26			1216492
27			1834759
28			1404607
29			1893179
30			591103
31			524386
32			850849
33			2516178
34			1280975
35			1473617
36			1193046
37			1724482
38			837756
39			1331489
40			862111
41			1113008
42			1996170
43			1446862
44			1663063
45			1255363
46			1833545
47			3999362
48			25810335
49			3149
50			2564
51			0
52			0
53			0
54			0
55			0
56			16
57			0
58			0
59			0
60			0
61			16
62			0
63			0
64			0
65			120
66			0
67			0
68			0
69			0
70			0
71			0
72			0
73			0
74			0
75			0
76			0
77			0
78			0
79			0
80			0
81			0
82			0
83			0
84			0
85			0
86			0
87			0
88			0
89			0
90			0
91			0
92			0
93			0
94			0
95			0
96			0
97			0
98			0
99			0
100			448
101			0
102			0
103			0
104			0
105			0
106			0
107			0
108			0
109			0
110			55997324
111			432296
112			367533
113			346619
114			497828
115			566112
116			471842
117			448344
118			503856
119			450461
120			526757
121			490865
122			487315
123			574482
124			523992
125			463964
126			543821
127			594295
128			493339
129			701344
130			740899
131			672434
132			701201
133			750288
134			657008
135			1325356
136			1622219
137			1409360
138			1671058
139			1720667
140			1634472
141			1617847
142			1961858
143			1560782
144			1668440
145			1667393
146			1652586
147			1429625
148			1548469
149			1469245
150			1547079
151			1528594
152			1531712
153			1417595
154			1320744
155			1421019
156			1525034
157			1563524
158			1583678
159			1307000
160			1341954
161			1451898
162			1564374
163			1534069
164			1590707
165			1407987
166			1605867
167			1405060
168			1563605
169			1359928
170			1601130
171			1379507
172			1707087
173			1464126
174			1880036
175			945918
176			94994
177			8692
178			9552
179			9424
180			89
181			0
182			0
183			96
184			160
185			0
186			0
187			0
188			0
189			0
190			0
191			0
192			0
193			0
194			0
195			0
196			0
197			144
198			9921360
199			3796367
200			3717743
201			3544965
202			3487976
203			3410499
204			3001196
205			2852279
206			2678442
207			2240520
208			2078732
209			1773603
210			1691984
211			1491042
212			1401331
213			1479374
214			1489644
215			1421333
216			1539069
217			1574118
218			1595998
219			1738782
220			1710006
221			1831895
222			1971815
223			1962887
224			2159016
225			2159335
226			2182139
227			2315412
228			2356428
229			2462058
230			2512215
231			2437164
232			2396283
233			2395500
234			2381594
235			2422220
236			2121633
237			1840680
238			1942762
239			2095506
240			2135911
241			1844131
242			1924581
243			1747897
244			1700386
245			1532986
246			1512576
247			1337180
248			1335946
249			1342488
250			1065917
251			1189320
252			1094521
253			1122048
254			1051827
255			954809
256			961175
257			938125
258			1073220
259			897963
260			876257
261			821287
262			803623
263			770457
264			865275
265			1045611
266			656562
267			716821
268			701149
269			746047
270			724207
271			221215
272			10363
273			7011
274			6394
275			544
276			416
277			224
278			951
279			8291531
280			420052
281			1475793
282			3136891
283			4108615
284			3703696
285			4979116
286			5728827
287			5796060
288			6487869
289			54206514
290			28856000
291			21895093
292			30722629
