2			0
3			0
4			0
5			0
6			47
7			24
8			51
9			343
10			3516
11			1067
12			489
13			25
14			30
15			48
16			34
17			403
18			3129
19			7741
20			16175
21			7067
22			24638
23			946
24			9
25			53
26			51
27			136
28			50
29			57
30			73
31			191
32			478
33			26523
34			64
35			73
36			41
37			52
38			103
39			166
40			67
41			150
42			458
43			639
44			81
45			35
46			34
47			1068
48			445
49			0
50			0
51			0
52			1
53			0
54			0
55			0
56			0
57			0
58			0
59			0
60			0
61			3
62			0
63			0
64			0
65			2304
66			0
67			0
68			0
69			0
70			0
71			0
72			0
73			0
74			0
75			0
76			0
77			0
78			0
79			0
80			0
81			0
82			0
83			0
84			0
85			0
86			0
87			0
88			0
89			0
90			0
91			0
92			0
93			0
94			0
95			0
96			0
97			0
98			0
99			0
100			0
101			0
102			0
103			0
104			0
105			0
106			0
107			0
108			0
109			0
110			4589805
111			23
112			50
113			9
114			38
115			13
116			12
117			8
118			14
119			40
120			10
121			151
122			29
