2			0
3			0
4			0
5			0
6			74992884
7			16779693
8			19410018
9			10546974
10			7962487
11			5239057
12			5590078
13			2698512
14			5267181
15			3288135
16			2656184
17			3973004
18			8838898
19			9482252
20			7354778
21			5617306
22			3825411
23			3222552
24			2263874
25			3913796
26			3989810
27			6322384
28			5014937
29			6206919
30			2252895
31			1889349
32			3060623
33			8365339
34			4179611
35			4771588
36			3961359
37			5507783
38			2691616
39			4299951
40			2875166
41			3640234
42			6330841
43			4674605
44			5285311
45			4168521
46			5812442
47			13049210
48			74074636
49			9192
50			11724
51			288
52			352
53			160
54			288
55			288
56			200
57			128
58			128
59			128
60			128
61			176
62			128
63			128
64			128
65			600
66			128
67			48
68			160
69			48
70			0
71			0
72			0
73			0
74			0
75			0
76			48
77			48
78			0
79			0
80			0
81			0
82			0
83			0
84			48
85			48
86			0
87			0
88			0
89			0
90			0
91			0
92			48
93			48
94			0
95			0
96			0
97			0
98			0
99			0
100			1328
101			48
102			0
103			0
104			0
105			0
106			0
107			0
108			48
109			48
110			173498402
111			1355246
112			1125038
113			1060790
114			1542782
115			1768132
116			1439311
117			1373777
118			1575820
119			1409621
120			1612267
121			1515085
122			1518576
123			1794022
124			1622365
125			1422743
126			1694423
127			1863240
128			1518661
129			2159042
130			2310043
131			2078716
132			2154227
133			2316962
134			2036334
135			4023231
136			5502770
137			4281805
138			5118978
139			5904767
140			4969651
141			4936194
142			6382235
143			4760461
144			5085995
145			5191930
146			5059266
147			4394942
148			5464276
149			4472044
150			4752460
151			5377524
152			4688622
153			4335106
154			5288761
155			4307088
156			4634182
157			5231057
158			4829777
159			4018880
160			4413815
161			4412947
162			4825548
163			5027750
164			4844082
165			4264778
166			5591787
167			4272864
168			4736115
169			4376102
170			4854826
171			4254210
172			5689576
173			4412924
174			5809543
175			4111400
176			284982
177			26076
178			28656
179			28272
180			267
181			0
182			0
183			288
184			480
185			0
186			0
187			0
188			0
189			0
190			0
191			0
192			0
193			0
194			0
195			0
196			0
197			432
198			32052294
199			11510159
200			11294828
201			10769135
202			10604958
203			10400872
204			9164166
205			8749601
206			8233850
207			6868481
208			6397722
209			5503417
210			5282235
211			4704594
212			4381476
213			4651101
214			4683816
215			4440924
216			4818660
217			4953003
218			4975763
219			5441163
220			5329258
221			5706389
222			6160834
223			6088174
224			6705204
225			6695465
226			6754844
227			7215699
228			7300132
229			7622938
230			7827934
231			7550898
232			7462472
233			7487735
234			7414393
235			7531581
236			6692857
237			5777645
238			6102651
239			6542396
240			6753801
241			5757471
242			6053666
243			5552169
244			5401171
245			4909327
246			4816526
247			4264270
248			4281287
249			4443856
250			3384355
251			3820305
252			3776784
253			3557300
254			3331046
255			3084540
256			3122346
257			3031545
258			3413955
259			2843540
260			2754121
261			2824415
262			2516175
263			2341949
264			2810266
265			3951612
266			2021764
267			2591732
268			2155712
269			2496303
270			2388008
271			665334
272			31190
273			21153
274			19182
275			1632
276			1248
277			672
278			2853
279			23300593
280			1258407
281			4082795
282			8468066
283			11213024
284			10163065
285			13759023
286			15998686
287			16341831
288			18439160
289			163005552
290			82959466
291			64264517
292			87029440
