2			4294967294
3			4294967294
4			4294967294
5			4294967294
6			1
7			4294967295
8			4294967295
9			4294967295
10			4294967295
11			4294967295
12			4294967295
13			4294967295
14			4294967295
15			4294967295
16			4294967295
17			4294967295
18			4294967295
19			4294967295
20			4294967295
21			4294967295
22			4294967295
23			4294967295
24			4294967295
25			4294967295
26			4294967295
27			4294967295
28			4294967295
29			4294967295
30			4294967295
31			4294967295
32			4294967295
33			4294967295
34			4294967295
35			4294967295
36			4294967295
37			4294967295
38			4294967295
39			4294967295
40			4294967295
41			4294967295
42			4294967295
43			4294967295
44			4294967295
45			4294967295
46			4294967295
47			4294967295
48			1
49			4294967295
50			4294967295
51			4294967295
52			4294967295
53			4294967295
54			4294967295
55			4294967295
56			4294967295
57			4294967295
58			4294967295
59			4294967295
60			4294967295
61			4294967295
62			4294967295
63			4294967295
64			4294967295
65			4294967295
66			4294967295
67			4294967295
68			4294967295
69			4294967295
70			4294967294
71			4294967294
72			4294967294
73			4294967294
74			4294967294
75			4294967294
76			4294967295
77			4294967295
78			4294967294
79			4294967294
80			4294967294
81			4294967294
82			4294967294
83			4294967294
84			4294967295
85			4294967295
86			4294967294
87			4294967294
88			4294967294
89			4294967294
90			4294967294
91			4294967294
92			4294967295
93			4294967295
94			4294967294
95			4294967294
96			4294967294
97			4294967294
98			4294967294
99			4294967294
100			4294967295
101			4294967295
102			4294967294
103			4294967294
104			4294967294
105			4294967294
106			4294967294
107			4294967294
108			4294967295
109			4294967295
110			1
111			4294967295
112			4294967295
113			4294967295
114			4294967295
115			4294967295
116			4294967295
117			4294967295
118			4294967295
119			4294967295
120			4294967295
121			4294967295
122			4294967295
