2			0
3			0
4			0
5			0
6			42296
7			174253
8			123857
9			81839
10			52385
11			17472
12			15365
13			4119
14			8800
15			9215
16			8080
17			59993
18			279644
19			139952
20			78851
21			45747
22			35127
23			10034
24			4564
25			27256
26			35036
27			75633
28			95145
29			61311
30			33780
31			12249
32			41248
33			96863
34			7319
35			8246
36			3471
37			3453
38			7700
39			13853
40			5836
41			25487
42			14007
43			6518
44			6535
45			5245
46			16635
47			459126
48			122321
49			835
50			1221
51			43
52			44
53			43
54			43
55			43
56			34
57			0
58			0
59			0
60			0
61			11
62			0
63			0
64			0
65			84
66			0
67			0
68			54
69			0
70			0
71			0
72			0
73			0
74			0
75			0
76			0
77			0
78			0
79			0
80			0
81			0
82			0
83			0
84			0
85			0
86			0
87			0
88			0
89			0
90			0
91			0
92			0
93			0
94			0
95			0
96			0
97			0
98			0
99			0
100			196
101			0
102			0
103			0
104			0
105			0
106			0
107			0
108			0
109			0
110			27111
111			2631
112			1167
113			494
114			1963
115			2328
116			1189
117			1026
118			2842
119			1398
120			1990
121			1409
122			1712
123			2380
124			1800
125			1007
126			1919
127			2561
128			1500
129			2176
130			3063
131			1363
132			2357
133			1977
134			2239
135			32909
136			87460
137			51599
138			74947
139			155307
140			85650
141			77352
142			199848
143			88433
144			94651
145			111963
146			95767
147			87555
148			207074
149			82683
150			107039
151			224749
152			145351
153			137579
154			269888
155			180511
156			172791
157			219971
158			186657
159			151834
160			187191
161			194491
162			223417
163			347560
164			257011
165			252092
166			454271
167			328734
168			361542
169			413786
170			491793
171			513703
172			837178
173			523202
174			501281
175			182479
176			163326
177			23763
178			14772
179			14427
180			0
181			0
182			0
183			6
184			45
185			0
186			0
187			0
188			0
189			0
190			0
191			0
192			0
193			0
194			0
195			0
196			0
197			6
198			222863
199			8564
200			11695
201			11128
202			12986
203			23173
204			18426
205			28727
206			40806
207			32389
208			35073
209			26070
210			24699
211			14185
212			8727
213			6503
214			10467
215			4907
216			10856
217			6731
218			7744
219			7518
220			11245
221			8064
222			8191
223			6558
224			10671
225			9839
226			11377
227			10763
228			7556
229			12195
230			11224
231			5928
232			17770
233			11611
234			7038
235			11417
236			8915
237			6354
238			24485
239			65678
240			97776
241			57361
242			84963
243			75156
244			89050
245			95234
246			85427
247			89955
248			114946
249			140754
250			86912
251			132996
252			172818
253			154430
254			149758
255			183682
256			171896
257			183559
258			273974
259			196421
260			258375
261			292536
262			288215
263			345556
264			372272
265			506107
266			305534
267			490805
268			518938
269			512890
270			389315
271			113333
272			16361
273			102
274			9463
275			12
276			0
277			9
278			40
279			193192
280			3640
281			15232
282			25510
283			17030
284			21364
285			57103
286			43559
287			39578
288			43136
289			1.02631e+06
290			845913
291			180608
292			632586
